,antecedents,consequents,frequency,frequency_antecedent,support,confidence
77,"https://www.krungsri.com/th/krungsri-the-coach/investments,https://www.krungsri.com/th/krungsri-the-coach/life/good-life",https://www.krungsri.com/th/personal/digital-banking/internet-banking,1,1,0.000493339911198816,1.0
78,"https://www.krungsri.com/th/krungsri-the-coach/investments,https://www.krungsri.com/th/krungsri-the-coach/life/good-life,https://www.krungsri.com/th/krungsri-the-coach/home",https://www.krungsri.com/th/personal/digital-banking/internet-banking,1,1,0.000493339911198816,1.0
79,https://www.krungsri.com/th/krungsri-the-coach/investments/investment-direction,https://www.krungsri.com/th/personal/deposit/savings-account,1,1,0.000493339911198816,1.0
80,https://www.krungsri.com/th/krungsri-the-coach/investments/investment-knowledge/7-tips-for-investment-portfolios,https://www.krungsri.com/th/personal/digital-banking/kma/services/bond-debenture,1,2,0.000493339911198816,0.5
81,https://www.krungsri.com/th/krungsri-the-coach/investments/investment-knowledge/7-tips-for-investment-portfolios,https://www.krungsri.com/th/personal/digital-banking/kma/services/smart-advisor,1,2,0.000493339911198816,0.5
82,"https://www.krungsri.com/th/krungsri-the-coach/investments/investment-knowledge/7-tips-for-investment-portfolios,https://www.krungsri.com/th/plearn-plearn/insurance-tax-deduction",https://www.krungsri.com/th/personal/digital-banking/kma/services/bond-debenture,1,1,0.000493339911198816,1.0
83,https://www.krungsri.com/th/krungsri-the-coach/investments/investment-knowledge/different-between-saving-in-stock-and-mutual-fund,https://www.krungsri.com/th/personal/mutual-fund/knowledge/glossary/y/year-over-year,1,1,0.000493339911198816,1.0
84,https://www.krungsri.com/th/krungsri-the-coach/investments/investment-knowledge/invest-crypto-opportunity-or-risk,https://www.krungsri.com/th/personal/deposit/savings-account/mee-tae-dai/online,2,2,0.000986679822397632,1.0
85,https://www.krungsri.com/th/krungsri-the-coach/investments/investment-knowledge/invest-crypto-opportunity-or-risk,https://www.krungsri.com/th/personal/loans/personal-loans/apply/personal-loan-credit-card,1,2,0.000493339911198816,0.5
86,"https://www.krungsri.com/th/krungsri-the-coach/investments/investment-knowledge/invest-crypto-opportunity-or-risk,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/3-ways-stop-henry-savings",https://www.krungsri.com/th/personal/loans/personal-loans/apply/personal-loan-credit-card,1,1,0.000493339911198816,1.0
87,"https://www.krungsri.com/th/krungsri-the-coach/investments/investment-knowledge/invest-crypto-opportunity-or-risk,https://www.krungsri.com/th/plearn-plearn/great-tips-for-saving-money-for-salary-person",https://www.krungsri.com/th/personal/deposit/savings-account/mee-tae-dai/online,1,1,0.000493339911198816,1.0
88,https://www.krungsri.com/th/krungsri-the-coach/investments/investment-knowledge/pros-and-cons-of-foreign-stocks,https://www.krungsri.com/th/personal/mutual-fund/home,1,1,0.000493339911198816,1.0
89,"https://www.krungsri.com/th/krungsri-the-coach/investments/investment-knowledge/pros-and-cons-of-foreign-stocks,https://www.krungsri.com/th/plearn-plearn/known-account-stock-before-investing",https://www.krungsri.com/th/personal/mutual-fund/home,1,1,0.000493339911198816,1.0
90,https://www.krungsri.com/th/krungsri-the-coach/investments/investment-knowledge/stock-knowledge,https://www.krungsri.com/th/promotions/personal/45,1,1,0.000493339911198816,1.0
91,https://www.krungsri.com/th/krungsri-the-coach/investments/investment-knowledge/what-is-dca,https://www.krungsri.com/th/personal/card/krungsri-boarding-card,1,1,0.000493339911198816,1.0
92,"https://www.krungsri.com/th/krungsri-the-coach/investments/investment-knowledge/what-is-dca,https://www.krungsri.com/th/krungsri-the-coach/loan",https://www.krungsri.com/th/personal/card/krungsri-boarding-card,1,1,0.000493339911198816,1.0
93,https://www.krungsri.com/th/krungsri-the-coach/life,https://www.krungsri.com/th/personal/deposit/savings-account/mee-tae-dai,1,1,0.000493339911198816,1.0
94,"https://www.krungsri.com/th/krungsri-the-coach/life,https://www.krungsri.com/th/krungsri-the-coach/loan",https://www.krungsri.com/th/personal/deposit/savings-account/mee-tae-dai,1,1,0.000493339911198816,1.0
95,"https://www.krungsri.com/th/krungsri-the-coach/life,https://www.krungsri.com/th/krungsri-the-coach/loan,https://www.krungsri.com/th/krungsri-the-coach/home",https://www.krungsri.com/th/personal/deposit/savings-account/mee-tae-dai,1,1,0.000493339911198816,1.0
96,"https://www.krungsri.com/th/krungsri-the-coach/life,https://www.krungsri.com/th/krungsri-the-coach/loan,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/future-million-dca",https://www.krungsri.com/th/personal/deposit/savings-account/mee-tae-dai,1,1,0.000493339911198816,1.0
97,"https://www.krungsri.com/th/krungsri-the-coach/life,https://www.krungsri.com/th/krungsri-the-coach/loan,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/future-million-dca,https://www.krungsri.com/th/krungsri-the-coach/investments/investment-direction",https://www.krungsri.com/th/personal/deposit/savings-account/mee-tae-dai,1,1,0.000493339911198816,1.0
98,"https://www.krungsri.com/th/krungsri-the-coach/life,https://www.krungsri.com/th/krungsri-the-coach/loan,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/future-million-dca,https://www.krungsri.com/th/krungsri-the-coach/investments/investment-direction,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/how-to-make-one-million-2022",https://www.krungsri.com/th/personal/deposit/savings-account/mee-tae-dai,1,1,0.000493339911198816,1.0
99,"https://www.krungsri.com/th/krungsri-the-coach/life,https://www.krungsri.com/th/krungsri-the-coach/loan,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/future-million-dca,https://www.krungsri.com/th/krungsri-the-coach/investments/investment-direction,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/how-to-make-one-million-2022,https://www.krungsri.com/th/krungsri-the-coach/investments",https://www.krungsri.com/th/personal/deposit/savings-account/mee-tae-dai,1,1,0.000493339911198816,1.0
100,"https://www.krungsri.com/th/krungsri-the-coach/life,https://www.krungsri.com/th/krungsri-the-coach/loan,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/future-million-dca,https://www.krungsri.com/th/krungsri-the-coach/investments/investment-direction,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/how-to-make-one-million-2022,https://www.krungsri.com/th/krungsri-the-coach/investments,https://www.krungsri.com/th/krungsri-the-coach/life/good-life",https://www.krungsri.com/th/personal/deposit/savings-account/mee-tae-dai,1,1,0.000493339911198816,1.0
101,"https://www.krungsri.com/th/krungsri-the-coach/life,https://www.krungsri.com/th/krungsri-the-coach/loan,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/future-million-dca,https://www.krungsri.com/th/krungsri-the-coach/investments/investment-direction,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/how-to-make-one-million-2022,https://www.krungsri.com/th/krungsri-the-coach/investments,https://www.krungsri.com/th/krungsri-the-coach/life/good-life,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/the-benefits-of-saving-money",https://www.krungsri.com/th/personal/deposit/savings-account/mee-tae-dai,1,1,0.000493339911198816,1.0
102,"https://www.krungsri.com/th/krungsri-the-coach/life,https://www.krungsri.com/th/krungsri-the-coach/loan,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/future-million-dca,https://www.krungsri.com/th/krungsri-the-coach/investments/investment-direction,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/how-to-make-one-million-2022,https://www.krungsri.com/th/krungsri-the-coach/investments,https://www.krungsri.com/th/krungsri-the-coach/life/good-life,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/the-benefits-of-saving-money,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/secert-rich-million",https://www.krungsri.com/th/personal/deposit/savings-account/mee-tae-dai,1,1,0.000493339911198816,1.0
103,"https://www.krungsri.com/th/krungsri-the-coach/life,https://www.krungsri.com/th/krungsri-the-coach/loan,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/future-million-dca,https://www.krungsri.com/th/krungsri-the-coach/investments/investment-direction,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/how-to-make-one-million-2022,https://www.krungsri.com/th/krungsri-the-coach/investments,https://www.krungsri.com/th/krungsri-the-coach/life/good-life,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/the-benefits-of-saving-money,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/secert-rich-million,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/become-a-millionaire",https://www.krungsri.com/th/personal/deposit/savings-account/mee-tae-dai,1,1,0.000493339911198816,1.0
104,"https://www.krungsri.com/th/krungsri-the-coach/life,https://www.krungsri.com/th/krungsri-the-coach/loan,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/future-million-dca,https://www.krungsri.com/th/krungsri-the-coach/investments/investment-direction,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/how-to-make-one-million-2022,https://www.krungsri.com/th/krungsri-the-coach/investments,https://www.krungsri.com/th/krungsri-the-coach/life/good-life,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/the-benefits-of-saving-money,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/secert-rich-million,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/become-a-millionaire,https://www.krungsri.com/th/krungsri-the-coach/taxes",https://www.krungsri.com/th/personal/deposit/savings-account/mee-tae-dai,1,1,0.000493339911198816,1.0
105,"https://www.krungsri.com/th/krungsri-the-coach/life,https://www.krungsri.com/th/krungsri-the-coach/loan,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/future-million-dca,https://www.krungsri.com/th/krungsri-the-coach/investments/investment-direction,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/how-to-make-one-million-2022,https://www.krungsri.com/th/krungsri-the-coach/investments,https://www.krungsri.com/th/krungsri-the-coach/life/good-life,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/the-benefits-of-saving-money,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/secert-rich-million,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/become-a-millionaire,https://www.krungsri.com/th/krungsri-the-coach/taxes,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/investment-for-salaryman",https://www.krungsri.com/th/personal/deposit/savings-account/mee-tae-dai,1,1,0.000493339911198816,1.0
106,"https://www.krungsri.com/th/krungsri-the-coach/life,https://www.krungsri.com/th/krungsri-the-coach/loan,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/future-million-dca,https://www.krungsri.com/th/krungsri-the-coach/investments/investment-direction,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/how-to-make-one-million-2022,https://www.krungsri.com/th/krungsri-the-coach/investments,https://www.krungsri.com/th/krungsri-the-coach/life/good-life,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/the-benefits-of-saving-money,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/secert-rich-million,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/become-a-millionaire,https://www.krungsri.com/th/krungsri-the-coach/taxes,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/investment-for-salaryman,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/how-to-manage-money-effectively",https://www.krungsri.com/th/personal/deposit/savings-account/mee-tae-dai,1,1,0.000493339911198816,1.0
107,"https://www.krungsri.com/th/krungsri-the-coach/life,https://www.krungsri.com/th/krungsri-the-coach/loan,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/future-million-dca,https://www.krungsri.com/th/krungsri-the-coach/investments/investment-direction,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/how-to-make-one-million-2022,https://www.krungsri.com/th/krungsri-the-coach/investments,https://www.krungsri.com/th/krungsri-the-coach/life/good-life,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/the-benefits-of-saving-money,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/secert-rich-million,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/become-a-millionaire,https://www.krungsri.com/th/krungsri-the-coach/taxes,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/investment-for-salaryman,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/how-to-manage-money-effectively,https://www.krungsri.com/th/krungsri-the-coach/investments/investment-knowledge",https://www.krungsri.com/th/personal/deposit/savings-account/mee-tae-dai,1,1,0.000493339911198816,1.0
